Location,Date,Name,Party,Title,Accusation,Info,Source
,,,Republican,,,    Republican donor David Smock (to the predator Eric Greitens) has been charged with sexually assaulting children in his care at a Christian boarding school,
,,,Republican,,,    https://www.ky3.com/2021/12/29/greene-countys-prosecutor-addresses-arrest-stockton-mo-doctor-wanted-sex-crimes/,
,,,Republican,,,"    Former Republican Speaker of Michigan House Lee Chatfield is accused of sexually assaulting a fifteen-year-old girl, continuing for fifteen years. She is also his sister-in-law and she attended his church when it began.",
,,,Republican,,,"    https://www.lansingcitypulse.com/stories/chatfield-headline,19456",
,,,Republican,,,"    Alex Barron, failed GOP candidate for Idaho House and Sec of Kootenai County Republicans has been charged with rape and sexual abuse of a minor (12yo)",
,,,Republican,,,    https://www.krem.com/article/news/local/former-idaho-candidate-charged-with-rape-child-sexual-abuse/293-f39cb8e8-c05b-4adf-b94d-c2247132b1f5,
,,,Republican,,,"    April Grace, Republican candidate for State Superintendent, is accused of allowing a predator to remain in his position as High School Athletic Director. Sheriff’s investigator found 8 admonishments and suspensions of Ronald Arthur for sexual language and conduct with students.",
,,,Republican,,,    https://www.oklahoman.com/story/news/2021/08/22/state-superintendent-candidate-april-grace-responds-insinuations-shawnee-ron-arthur/8228237002/,
,,,Republican,,,"    Republican Judge Robert Adrian, IL, overturned a rape conviction because he thought four years was too much for rape.",
,,,Republican,,,    https://www.thedailybeast.com/illinois-judge-robert-adrian-tosses-teen-rape-conviction-for-drew-clinton-says-148-days-in-jail-is-plenty?ref=home,
,,,Republican,,,"    Republican activist and radio host Marty Glickman was arrested for sexual contact with underage girls and killed himself. Tallahassee Democrat, 10 May 2001",
,,,Republican,,,    Fox News Producer Aaron Bruns was sentenced to ten years for possession of child pornography,
,,,Republican,,,    https://www.washingtonexaminer.com/fox-news-producer-gets-10-years-for-child-porn,
,,,Republican,,,"    Royce M. Fessenden, The former head of the Christian County Republican Party was sentenced to five years in prison for child molestation.",
,,,Republican,,,    http://crimesceneinvestigations.blogspot.com/2009/01/former-head-of-christian-county.html,
,,,Republican,,,    Republican Plattsburg NY Assemblyman George Christian Ortloff was sentenced to twelve and a half years for soliciting a minor for sex,
,,,Republican,,,    https://www.nny360.com/news/stlawrencecounty/former-assemblyman-chris-ortloff-to-be-released-from-prison-friday/article_92473809-8f31-5503-929f-55d5c4d25eb6.html,
,,,Republican,,,"    Robert R. Groezinger, aide to NY Republican State Senator Serphin Maltese, was arrested for 25 counts of child pornography. Sentenced to 57 months.",
,,,Republican,,,    https://www.justice.gov/archive/usao/nys/pressreleases/December09/groezingersentencepr.pdf,
,,,Republican,,,"    Eric Feltner, Missouri Lt. Gov Peter Kinder’s former chief of staff pled guilty to a pornography misdemeanor. He showed porn to a child.",
,,,Republican,,,    https://news.stlpublicradio.org/delete1/2008-08-07/kinders-former-chief-of-staff-guilty,
,,,Republican,,,"    James Zedaker, associate dean of Florida State University’s School of Physician Assistant Practice and a registered Republican resigned after he was accused of sexual misconduct and creating a hostile work environment.",
,,,Republican,,,    https://floridapolitics.com/archives/486821-fsu-associate-dean-james-zedaker-resigns-amid-sexual-misconduct-investigation/,
,,,Republican,,,"    Gary Lee Hansen, former City Councilman of Sac City, IA was arrested and convicted for child sexual abuse.",
,,,Republican,,,    https://siouxcityjournal.com/news/local/crime-and-courts/former-sac-city-councilman-pleads-not-guilty-to-sexually-abusing-children/article_dbfc1ea6-401d-5c08-aac5-e8b8f68af4e9.html,
,,,Republican,,,"    Edward (Ted) Burgess, City Councilman in Carlisle, OH - sexual assault, felony  gross imposition. 8 year-old girl",
,,,Republican,,,    https://www.fox19.com/story/5307800/former-councilman-indicted-for-sex-charges/,
,,,Republican,,,"    Gerald ‘Ajax’ Ackerman, Port Huron MI Mayor was convicted of sexual contact with minors, three girls, 8, 11, and 12 years old",
,,,Republican,,,    https://www.thetimesherald.com/picture-gallery/news/2019/11/08/rise-and-fall-gerald-ajax-ackerman/2529262001/,
,,,Republican,,,    Missouri Speaker of the House John Diehl resigned after revelation of his sending explicit text messages to a college intern.,
,,,Republican,,,    https://www.stltoday.com/news/local/missouri-house-speaker-resigns-intern-breaks-silence/article_0f97c87f-dd66-5c1d-bf49-19ef3228ced1.html,
,,,Republican,,,    Making a comeback? https://www.kansascity.com/news/politics-government/article217972975.html,
,,,Republican,,,"    Former Rep Speaker of NJ Assembly Garabed ""Chuck"" Haytaian was accused of sexual assault. The State paid the accuser $175, to drop her claim.",
,,,Republican,,,    https://www.nj.com/news/2012/09/nj_pays_millions_in_sex_harass.html,
,,,Republican,,,"    GOP MN Rep Jim Rostberg was charged with three counts of criminal sexual conduct for fondling a minor. Charges were dropped in exchange for Rostberg admitting to the elements of the crime, including fondling the juvenile girl, but it was handled in juvenile court.",
,,,Republican,,,"    Col Allan, former editor of the racist right-wing tabloid New York Post has been accused or sexual harassment and creating a hostile work environment at the Murdoch-owned paper by a former editor after she rejected his demand she sleep with him.",
,,,Republican,,,    https://www.thedailybeast.com/ex-editor-michelle-gotthelf-sues-new-york-post-for-years-of-sex-based-harassment-and-abuse?ref=home,
,,,Republican,,,"    Keith Poole, the current editor-in-chief fired Michelle Geithoff, the editor who was sexually harassed. She alleges this is in retaliation for complaining about being harassed.",
,,,Republican,,,    https://lawandcrime.com/lawsuit/federal-lawsuit-accuses-new-york-post-former-and-current-editors-in-chief-of-sexual-harassment-and-retaliation/,
,,,Republican,,,"    Todd Wayne McFarland, Mayor of Depew in Creek County, OK, was convicted of sexually assaulting a sixteen-year-old girl",
,,,Republican,,,    https://www.oklahoman.com/article/2916724/depew-ex-mayor-convicted-of-sexual-assault,
,,,Republican,,,"    Mayor John Pfannenstiel of Baseshor, KS, was accused of having sex with inmates while working as a prison guard. Found guilty, he received probation.",
,,,Republican,,,    http://www.basehorinfo.com/news/2001/jul/18/pfannenstiel_receives_probation/,
,,,Republican,,,"    Mayor Joe Dan Dwyer of Reeds Spring, MO, was convicted of criminal sexual assault for having a “relationship” with a 15-year-old child. Also convicted of obstruction of justice and trying to influence witnesses.",
,,,Republican,,,    https://www.missourinet.com/2000/04/13/former-reeds-spring-mayor-ordered-to-prison/,
,,,Republican,,,"    Mayor Virgil Hebert of Wilmot, OH pleaded guilty to gross sexual imposition and sexual battery for molesting a 15-year-old boy. He was fined $5000 and sentenced from four to ten years in prison.",
,,,Republican,,,"    Former Mayor Byron Campbell of Concord, CA, a “conservative Republican businessman” lost a 1.4 million sexual harassment/retaliation lawsuit.",
,,,Republican,,,    https://www.sfgate.com/news/article/1-3-Million-Sex-Harass-Case-Award-Concord-2985999.php,
,,,Republican,,,"    Fran Coombs, editor of Washington Times, has sexually harassed so many women it’s an open secret in Washington, DC.",
,,,Republican,,,    https://www.huffpost.com/entry/resign-mr-editor_b_30894,
,,,Republican,,,"    Republican Mayor Jim Maloof of Peoria, IL, and the City of Peoria settled a sexual harassment suit -",
,,,Republican,,,    https://www.chicagotribune.com/news/ct-xpm-1997-05-28-9705280271-story.html,
,,,Republican,,,"    Bernie Alimenti, Republican Councilman in Fort Meyers, pleaded no contest to offering influence in exchange for sex. This is after it was also revealed he had been fired from the lottery for sexual harassment. When the Clemency Board refused to restore his voting rights, he threatened to leave the GOP and become independent.",
,,,Republican,,,    https://www.tampabay.com/archive/1996/04/07/city-council-member-arrested-on-sex-charge/,
,,,Republican,,,    https://infoweb-newsbank-com.proxy2.multcolib.org/iw-search/we/InfoWeb?p_action=doc&p_docid=10A77A6C61E3CA96&p_docnum=1&p_nbid=B75V58MWMTY0MzU5MDkyNzYzNToxOjE0OjIwNS4xNzMuMjE4LjE2&p_queryname=700 ,
,,,Republican,,,    Michigan gubernatorial candidate Garrett Soldano thinks women impregnated by a rapist should be inspired that “god put them in this moment.”,
,,,Republican,,,    https://talkingpointsmemo.com/morning-memo/gop-candidate-argues-pregnant-rape-survivors-should-be-inspired-by-situation-god-put-them-in,
,,,Republican,,,"    Kristopher Coody, Republican Sheriff of Bleckley County, Georgia, has been charged with sexual battery for groping a woman.",
,,,Republican,,,    https://www.ajc.com/news/breaking-middle-georgia-sheriff-charged-with-sexual-battery-in-cobb/GQ7BTDVEFREVBHA3TVEZGLV2R4/,
,,,Republican,,,"    Book-banning advocate Ryan Utterback from Northland, MO has been charged with child molestation and showing pornography to minors.",
,,,Republican,,,    https://www.kansascity.com/news/local/crime/article257921913.html,
,,,Republican,,,"    Pastor Greg Locke, a big Trump supporter, is accused by his ex-wife of physical and emotional abuse.   https://blackchristiannews.com/2018/03/ex-wife-of-popular-christian-internet-pastor-greg-locke-says-he-spit-on-her-and-hit-her-shares-text-messages-he-sent-cursing-her/",
,,,Republican,,,"    Dennis Perkins, a registered Republican and former head of the Sheriff’s SWAT team in Livingston Parish, LA has been indicted for 150 accounts of rape, child sexual abuse, child pornography. He committed crimes with his wife and lover, both of whom are already adjudicated.",
,,,Republican,,,    https://www.theadvocate.com/baton_rouge/news/crime_police/article_8d919014-c548-11eb-9675-13ca19304098.html,
,,,Republican,,,"    Five people, coaches and administrators at the private Midland Christian School, and anti-LGBTIQ and anti-choice school, for coving up the sexual assault of a student. https://www.newswest9.com/article/news/crime/midland-christian-school-arrests/513-ffa75e60-1efa-45b8-bccb-fe45c6a15272",
,,,Republican,,,    https://www.yourbasin.com/news/midland-christian-timeline-what-happened-and-when/,
,,,Republican,,,    Nebraska state senator Mike Groene has resigned after initially denying the accusation that he took sexually inappropriate photos of his legislative aide.  https://nebraskaexaminer.com/2022/02/18/groene-denies-accusations-that-he-took-objectifying-photos-of-his-legislative-aide/,
,,,Republican,,,"    Barry Morphew, who was once drafted by the Toronto Blue Jays, has been arrested for killing his wife and then casting her ballot for Trump.  https://www.thedailybeast.com/barry-morphew-is-my-cousin-and-allegedly-killed-his-wife-and-cast-her-vote-for-trump?ref=home",
,,,Republican,,,    https://www.thedailybeast.com/barry-morphew-was-accused-of-murdering-his-wife-and-casting-her-vote-for-trump-but-prosecutors-stumbled?ref=home,
,,,Republican,,,"    Donald Crerar, insurrectionist at the state and federal level who also makes terroristic threats to school board sexually assaulted a child but his lawyer got the case dismissed because his flag did not fly.  https://kgab.com/tags/donald-crerar/",
,,,Republican,,,    https://twitter.com/i/status/1495245857075216385,
,,,Republican,,,"    Kevin Hohn, former Republican Mayor of Brookville, FL, has been charged with possession and distribution of images of the sexual abuse of children.",
,,,Republican,,,    https://www.hernandosun.com/2021/02/20/kevin-hohn-former-mayor-brooksville-charged-child-exploitation/,
,,,Republican,,,"    Gary Clark, the former mayor Zillah, WA who retired after losing in 2020, has been accused by more than one person of child rape.",
